ID_Uzorka;GPS_LAT;GPS_LONG
366;18.502213;77.329383
367;18.497901;77.326929
368;18.500797;77.331629
369;18.492317;77.331966
370;18.498412;77.336549
371;18.489605;77.334662
372;18.504855;77.322502
373;18.494577;77.317383
374;18.49423;77.336906
375;18.488489;77.327115
376;18.498783;77.328472
377;18.498281;77.320837
378;18.499949;77.339009
379;18.488127;77.33421
380;18.496305;77.333739
381;18.496019;77.331825
382;18.499497;77.334126
383;18.496298;77.338296
384;18.49396;77.325333
385;18.500785;77.322718
386;18.486079;77.334741
387;18.497933;77.338388
388;18.486035;77.330453
389;18.494022;77.333562
390;18.496211;77.329174
391;18.496189;77.324896
392;18.496696;77.341891
393;18.493276;77.330554
394;18.486284;77.333634
395;18.500776;77.337151
396;18.50509;77.326534
397;18.496434;77.337001
398;18.50148;77.335686
399;18.49782;77.337293
400;18.498957;77.331669
401;18.497483;77.334896
402;18.486449;77.329762
403;18.491443;77.330555
404;18.492732;77.335258
405;18.491674;77.331067
406;18.497215;77.331218
407;18.496467;77.338907
408;18.492266;77.326759
409;18.501518;77.33576
410;18.496051;77.330895
411;18.499651;77.335293
412;18.491148;77.327713
413;18.49255;77.335112
414;18.49512;77.332586
415;18.496338;77.334895
416;18.479289;77.330897
417;18.494299;77.340319
418;18.493755;77.327461
419;18.490847;77.332237
420;18.499139;77.327426
421;18.49807;77.324343
422;18.499498;77.337579
423;18.486206;77.33604
424;18.48751;77.333551
425;18.498134;77.333163
426;18.491167;77.332716
427;18.496173;77.324614
428;18.489409;77.33107
429;18.495335;77.326453
430;18.495361;77.33037
431;18.49708;77.331199
432;18.497795;77.321434
433;18.488069;77.324052
434;18.492976;77.336491
435;18.484864;77.327177
436;18.494721;77.332013
437;18.492548;77.343289
438;18.486921;77.328089
439;18.489438;77.32268
440;18.499763;77.330042
441;18.494992;77.330768
442;18.491528;77.329339
443;18.492458;77.328691
444;18.492282;77.325391
445;18.504325;77.327036
446;18.4956;77.328207
447;18.498987;77.332342
448;18.49514;77.331404
449;18.490586;77.329012
450;18.489313;77.333645
451;18.325713;77.580405
452;18.324054;77.57751
453;18.331687;77.567394
454;18.328702;77.570809
455;18.329761;77.571696
456;18.332116;77.573011
457;18.327822;77.576056
458;18.323448;77.560927
459;18.317463;77.569246
460;18.333025;77.567062
461;18.325591;77.57494
462;18.330933;77.565998
463;18.328976;77.575153
464;18.331427;77.5688
465;18.326761;77.560368
466;18.328003;77.568907
467;18.32273;77.580114
468;18.3228;77.568043
469;18.336277;77.569581
470;18.321854;77.571011
471;18.324674;77.568821
472;18.320135;77.564798
473;18.324891;77.571991
474;18.32118;77.574584
475;18.334327;77.56905
476;18.326856;77.567995
477;18.321675;77.57725
478;18.321201;77.570409
479;18.324075;77.570427
480;18.319248;77.5769
481;18.323825;77.566106
482;18.326488;77.568649
483;18.32145;77.578564
484;18.33118;77.562418
485;18.325704;77.57266
486;18.319323;77.570732
487;18.321594;77.573722
488;18.324729;77.581521
489;18.317166;77.574333
490;18.327987;77.562121
491;18.322533;77.576507
492;18.325657;77.567136
493;18.325108;77.563425
494;18.319607;77.571036
495;18.31841;77.569938
496;18.333342;77.571911
497;18.317549;77.573994
498;18.328031;77.572509
499;18.331697;77.57528
500;18.326811;77.57216
501;18.321898;77.568215
502;18.329368;77.565894
503;18.327711;77.562248
504;18.318684;77.5642
505;18.322814;77.561078
506;18.332139;77.578213
507;18.324772;77.569879
508;18.330757;77.570905
509;18.321428;77.569982
510;18.328533;77.573274
511;18.325781;77.565566
512;18.330476;77.573408
513;18.324626;77.569379
514;18.330305;77.570454
515;18.31791;77.564077
516;18.323303;77.571805
517;18.331173;77.576621
518;18.328375;77.571903
519;18.335714;77.56839
520;18.323304;77.570441
521;18.325915;77.56444
522;18.321879;77.571595
523;18.325268;77.573937
524;18.318037;77.573494
525;18.323041;77.571628
526;18.324445;77.561852
527;18.326638;77.572185
528;18.32068;77.564711
529;18.328831;77.571699
530;18.314513;77.569614
531;18.327106;77.566469
532;18.320051;77.580553
533;18.326821;77.57592
534;18.328123;77.571072
535;18.322809;77.577522
536;18.321375;77.578981
537;18.330121;77.57133
538;18.329861;77.567264
539;18.325329;77.575712
540;18.321932;77.562947
541;18.319272;77.573919
542;18.33313;77.568722
543;18.31985;77.577023
544;18.308797;77.569712
545;18.322831;77.575447
546;18.325199;77.56547
547;18.314678;77.569969
548;18.319486;77.568769
549;18.318186;77.576493
550;18.325539;77.563311
551;18.329811;77.568243
552;18.321708;77.574461
553;18.323517;77.564012
554;18.327726;77.573616
555;18.334926;77.57063
556;18.328295;77.559998
557;18.315091;77.570526
558;18.329895;77.576229
559;18.314748;77.567269
560;18.331029;77.581983
561;18.332526;77.568466
562;18.319796;77.571011
563;18.323234;77.565344
564;18.323164;77.565775
565;18.320396;77.567274
566;18.315466;77.573902
567;18.327927;77.571159
568;18.332945;77.570989
569;18.322021;77.566548
570;18.330547;77.562767
571;18.325359;77.571682
572;18.324442;77.568758
573;18.32479;77.574192
574;18.326695;77.570669
575;18.329554;77.563502
576;18.326612;77.568946
577;18.334124;77.568774
578;18.32423;77.569963
579;18.327341;77.573996
580;18.319129;77.569453
581;18.328089;77.5674
582;18.319165;77.563516
583;18.321775;77.576031
584;18.317184;77.566958
585;18.330429;77.562918
586;18.326481;77.562335
587;18.331766;77.578302
588;18.324921;77.569537
589;18.324033;77.575997
590;18.325039;77.574117
591;18.32826;77.562476
592;18.323627;77.579292
593;18.327555;77.565642
594;18.321264;77.571932
595;18.333412;77.562225
596;18.320708;77.569676
597;18.327832;77.568971
598;18.328981;77.573172
599;18.326848;77.566479
600;18.326641;77.571755
601;18.320854;77.574929
602;18.325462;77.579342
603;18.336091;77.566309
604;18.325169;77.57188
605;18.328077;77.56879
606;18.326078;77.561019
607;18.333422;77.579788
608;18.321824;77.579933
609;18.323581;77.565209
610;18.323939;77.565779
611;18.315698;77.573811
612;18.324826;77.562023
613;18.320544;77.570342
614;18.329537;77.570766
615;18.326759;77.568941
616;18.315868;77.570709
617;18.33073;77.576928
618;18.327396;77.560963
619;18.328672;77.570868
620;18.326288;77.568338
621;18.328468;77.566634
622;18.32264;77.564096
623;18.323944;77.567738
624;18.316668;77.575842
625;18.320526;77.561376
626;18.322277;77.588184
627;18.326522;77.563556
628;18.322078;77.57466
629;18.333766;77.566878
630;18.327291;77.561366
631;18.329868;77.566098
632;18.320336;77.570038
633;18.328546;77.572524
634;18.311147;77.567647
635;18.310384;77.574988
636;18.323962;77.573257
637;18.318885;77.574962
638;18.324477;77.56391
639;18.319721;77.56294
640;18.322131;77.572882
641;18.324589;77.567827
642;18.318781;77.56919
643;18.322961;77.566023
644;18.321278;77.57251
645;18.323953;77.574582
646;18.322003;77.57992
647;18.318873;77.562775
648;18.330808;77.568941
649;18.321088;77.566328
650;18.317797;77.578972
651;18.319073;77.571288
652;18.324873;77.566119
653;18.320501;77.564908
654;18.319636;77.569644
655;18.324149;77.575486
656;18.324182;77.565798
657;18.336657;77.574501
658;18.325148;77.574769
659;18.322606;77.577501
660;18.323679;77.569102
661;18.334848;77.560125
662;18.326108;77.567759
663;18.318162;77.570171
664;18.320979;77.567291
665;18.323741;77.576622
666;18.327375;77.561311
667;18.31737;77.567071
668;18.323644;77.574312
669;18.323601;77.571419
670;18.329538;77.560938
671;18.325065;77.568483
672;18.330013;77.581409
673;18.33042;77.562623
674;18.322537;77.574232
675;18.325425;77.563052
676;18.326237;77.573114
677;18.322819;77.567655
678;18.333573;77.576586
679;18.330744;77.564681
680;18.32462;77.570721
681;18.324496;77.562014
682;18.326557;77.563581
683;18.320124;77.573628
684;18.33068;77.564218
685;18.332252;77.573245
686;18.324443;77.567012
687;18.328586;77.56446
688;18.323581;77.577595
689;18.330599;77.57494
690;18.325955;77.567332
691;18.32631;77.570889
692;18.320101;77.57282
693;18.328745;77.557508
694;18.319883;77.573529
695;18.325445;77.568678
696;18.325617;77.564479
697;18.313126;77.574021
698;18.324002;77.563033
699;18.331757;77.566367
700;18.320448;77.566858
701;18.325309;77.567102
702;18.330126;77.573147
703;18.316853;77.57789
704;18.328485;77.56376
705;18.323178;77.565129
706;18.322442;77.570525
707;18.320741;77.565677
708;18.330314;77.573054
709;18.325697;77.569813
710;18.323806;77.581345
711;18.324901;77.57486
712;18.32287;77.567738
713;18.32663;77.570382
714;18.323697;77.572266
715;18.324409;77.568119
716;18.322319;77.555632
717;18.315057;77.573275
718;18.312345;77.568642
719;18.329148;77.573731
720;18.314398;77.564526
721;18.3307;77.575744
722;18.325525;77.562648
723;18.324614;77.56976
724;18.319588;77.562491
725;18.332359;77.576604
726;18.317304;77.575269
727;18.31663;77.567902
728;18.316708;77.569965
729;18.319646;77.576734
730;18.321035;77.560593
731;18.325181;77.572214
732;18.3217;77.572188
733;18.32731;77.570266
734;18.326542;77.574983
735;18.328812;77.568319
736;18.324672;77.573029
737;18.328988;77.571457
738;18.325312;77.575006
739;18.322255;77.567283
740;18.320352;77.566281
741;18.321115;77.568952
742;18.31755;77.577221
743;18.331091;77.569588
744;18.323669;77.569255
745;18.317087;77.573376
746;18.325813;77.559951
747;18.330812;77.56408
748;18.316233;77.573004
749;18.322112;77.571975
750;18.322975;77.572777
751;18.450216;77.439597
752;18.383218;77.512987
753;18.402674;77.475845
754;18.407523;77.509672
755;18.439219;77.525859
756;18.534744;77.430301
757;18.415069;77.401616
758;18.491523;77.424067
759;18.386396;77.465351
760;18.397694;77.375673
761;18.396827;77.436816
762;18.531715;77.451207
763;18.440209;77.338729
764;18.463476;77.454487
765;18.56817;77.448357
766;18.409088;77.527381
767;18.47006;77.408451
768;18.431221;77.465422
769;18.417318;77.402657
770;18.46846;77.450321
771;18.409791;77.472684
772;18.464697;77.376678
773;18.430696;77.447567
774;18.494983;77.531116
775;18.585798;77.47548
776;18.448481;77.408432
777;18.441653;77.431568
778;18.452815;77.431716
779;18.346708;77.470301
780;18.394985;77.411798
781;18.485207;77.449575
782;18.402627;77.46602
783;18.541973;77.3726
784;18.44909;77.44914
785;18.570102;77.399411
786;18.463481;77.47929
787;18.431622;77.485239
788;18.462532;77.4962
789;18.435282;77.388638
790;18.486477;77.418586
791;18.437286;77.491511
792;18.471326;77.500758
793;18.547058;77.382618
794;18.509549;77.460594
795;18.469878;77.516768
796;18.407866;77.513343
797;18.472484;77.392295
798;18.509009;77.439024
799;18.375004;77.545836
800;18.398823;77.453947
801;18.302248;77.430591
802;18.501456;77.437082
803;18.448286;77.449366
804;18.449365;77.364903
805;18.553585;77.483629
806;18.390043;77.446452
807;18.500166;77.434226
808;18.456941;77.464189
809;18.501341;77.456318
810;18.375096;77.41378
811;18.470291;77.578273
812;18.479819;77.444246
813;18.464909;77.592879
814;18.406974;77.440447
815;18.424092;77.456782
816;18.398323;77.43997
817;18.486606;77.467143
818;18.319827;77.380962
819;18.409986;77.457649
820;18.467496;77.440969
821;18.455808;77.395864
822;18.328478;77.405483
823;18.435232;77.380162
824;18.466785;77.451013
825;18.494739;77.42154
826;18.436249;77.37721
827;18.433377;77.455931
828;18.39238;77.525462
829;18.444132;77.451081
830;18.412954;77.386161
831;18.51284;77.45013
832;18.436586;77.485704
833;18.369966;77.37811
834;18.466295;77.479296
835;18.419152;77.446267
836;18.454255;77.393739
837;18.514675;77.443356
838;18.363021;77.44837
839;18.491243;77.401419
840;18.483321;77.426414
841;18.54237;77.526707
842;18.433985;77.376423
843;18.388331;77.484485
844;18.398118;77.428481
845;18.498539;77.494589
846;18.423966;77.410671
847;18.372577;77.388666
848;18.300579;77.469276
849;18.357218;77.404581
850;18.514574;77.451203
851;18.435013;77.446754
852;18.441763;77.393871
853;18.462362;77.390091
854;18.478508;77.436902
855;18.495784;77.466757
856;18.493807;77.45814
857;18.402939;77.472635
858;18.421749;77.464893
859;18.449945;77.430734
860;18.431424;77.366821
861;18.475366;77.494923
862;18.523217;77.485288
863;18.393546;77.482651
864;18.400644;77.482516
865;18.474639;77.465789
866;18.425632;77.538571
867;18.533009;77.493582
868;18.419596;77.393256
869;18.4791;77.43011
870;18.449889;77.415389
871;18.441296;77.421387
872;18.446569;77.457071
873;18.585834;77.445167
874;18.370858;77.420848
875;18.408367;77.436635
876;18.335909;77.274076
877;18.395816;77.453081
878;18.449845;77.580006
879;18.460471;77.504694
880;18.416149;77.462352
881;18.427832;77.44712
882;18.306488;77.46453
883;18.491114;77.362481
884;18.366274;77.479137
885;18.446931;77.439898
886;18.367422;77.319084
887;18.439215;77.453695
888;18.390596;77.443143
889;18.456774;77.476223
890;18.485963;77.444129
891;18.320789;77.436411
892;18.398357;77.455252
893;18.484145;77.482894
894;18.410887;77.500865
895;18.477122;77.498246
896;18.423949;77.415538
897;18.48543;77.445184
898;18.463384;77.489198
899;18.415005;77.489049
900;18.370766;77.534371
901;18.459368;77.440971
902;18.454652;77.524731
903;18.495654;77.478334
904;18.477444;77.486413
905;18.465535;77.470078
906;18.335684;77.50628
907;18.455953;77.419492
908;18.480543;77.430938
909;18.3975;77.519548
910;18.513946;77.44504
911;18.425167;77.455801
912;18.400763;77.416253
913;18.493364;77.382802
914;18.423091;77.404953
915;18.382811;77.463347
916;18.4951;77.400255
917;18.45284;77.425551
918;18.436069;77.431251
919;18.420072;77.524068
920;18.455877;77.484834
921;18.40501;77.402818
922;18.469253;77.462964
923;18.509139;77.370835
924;18.563746;77.439959
925;18.280595;77.458512
926;18.473675;77.435867
927;18.415865;77.405176
928;18.496502;77.394641
929;18.329754;77.452218
930;18.420336;77.432158
931;18.406359;77.376317
932;18.323834;77.491323
933;18.592709;77.445809
934;18.430034;77.42878
935;18.412925;77.40481
936;18.4988;77.453577
937;18.39887;77.452373
938;18.448447;77.438051
939;18.46072;77.459148
940;18.350417;77.348008
941;18.41237;77.426187
942;18.418483;77.471463
943;18.46942;77.500546
944;18.396975;77.444829
945;18.451087;77.377369
946;18.442698;77.486164
947;18.460665;77.435508
948;18.333389;77.424257
949;18.371078;77.434642
950;18.445967;77.579258
951;18.471488;77.398179
952;18.446403;77.344929
953;18.4548;77.466412
954;18.447951;77.498794
955;18.541541;77.4084
956;18.401731;77.389923
957;18.509544;77.457307
958;18.400274;77.502084
959;18.378714;77.425198
960;18.522772;77.515554
961;18.395076;77.488856
962;18.381686;77.477854
963;18.424248;77.465029
964;18.445862;77.441096
965;18.461047;77.502416
966;18.435336;77.507827
967;18.441791;77.457726
968;18.374544;77.412426
969;18.381053;77.518703
970;18.351348;77.453756
971;18.399214;77.417728
972;18.435733;77.459893
973;18.424323;77.473629
974;18.513867;77.575792
975;18.436476;77.509034
976;18.477534;77.452839
977;18.470316;77.492552
978;18.473365;77.479504
979;18.413714;77.483414
980;18.417917;77.396112
981;18.404405;77.411068
982;18.517493;77.540666
983;18.463979;77.418167
984;18.464024;77.452004
985;18.44757;77.419861
986;18.424244;77.518901
987;18.414786;77.555957
988;18.554037;77.4873
989;18.449201;77.428726
990;18.417663;77.486443
991;18.49155;77.406779
992;18.458292;77.457633
993;18.49561;77.391932
994;18.412945;77.407495
995;18.38796;77.473251
996;18.479946;77.43596
997;18.394997;77.564091
998;18.386615;77.482354
999;18.487536;77.423845
1000;18.353171;77.441368
1001;18.461771;77.518418
1002;18.473004;77.446786
1003;18.46006;77.33667
1004;18.536438;77.449243
1005;18.474831;77.412091
1006;18.411693;77.502107
1007;18.360953;77.41672
1008;18.436022;77.414828
1009;18.420615;77.488768
1010;18.529543;77.361326
1011;18.482914;77.44818
1012;18.466262;77.434169
1013;18.363225;77.454368
1014;18.46485;77.390347
1015;18.385092;77.405344
1016;18.396815;77.54961
1017;18.431713;77.462332
1018;18.497763;77.541487
1019;18.584254;77.438328
1020;18.405636;77.481332
1021;18.425741;77.465888
1022;18.435678;77.435341
1023;18.482369;77.493714
1024;18.460692;77.514843
1025;18.506363;77.412499
1026;18.444937;77.514279
1027;18.337419;77.39886
1028;18.464955;77.433384
1029;18.451846;77.407954
1030;18.589946;77.526957
1031;18.480876;77.408805
1032;18.375375;77.387786
1033;18.465529;77.443263
1034;18.462435;77.428505
1035;18.502324;77.367831
1036;18.475035;77.385976
1037;18.472521;77.483937
1038;18.421498;77.502898
1039;18.419662;77.455018
1040;18.419517;77.450006
1041;18.404034;77.395171
1042;18.34295;77.39488
1043;18.367872;77.438646
1044;18.360345;77.514106
1045;18.551559;77.490509
1046;18.561235;77.517216
1047;18.439423;77.446839
1048;18.504723;77.433789
1049;18.427404;77.453085
1050;18.348233;77.46928
1051;18.467737;77.408985
1052;18.530168;77.40802
1053;18.429612;77.48151
1054;18.462582;77.328385
1055;18.453133;77.428343
1056;18.53297;77.479877
1057;18.4802;77.397736
1058;18.431484;77.458331
1059;18.57806;77.342341
1060;18.476548;77.404413
1061;18.390709;77.417062
1062;18.375049;77.4232
1063;18.456607;77.484371
1064;18.439213;77.528991
1065;18.42824;77.446152
1066;18.516941;77.417239
1067;18.467026;77.458814
1068;18.483579;77.465645
1069;18.42599;77.43526
1070;18.503438;77.441319
1071;18.4612;77.413794
1072;18.496773;77.358635
1073;18.431729;77.512586
1074;18.391739;77.307994
1075;18.370415;77.480336
1076;18.431092;77.460446
1077;18.519229;77.511438
1078;18.431967;77.509073
1079;18.44798;77.488578
1080;18.432918;77.35931
1081;18.412171;77.464414
1082;18.52228;77.470195
1083;18.313818;77.369858
1084;18.40321;77.359586
1085;18.494562;77.607994
1086;18.489051;77.408635
1087;18.558807;77.50387
1088;18.448151;77.422752
1089;18.475636;77.401402
1090;18.41634;77.43052
1091;18.409971;77.440745
1092;18.331025;77.383092
1093;18.476545;77.494954
1094;18.417203;77.399713
1095;18.418577;77.461312
1096;18.460466;77.43732
1097;18.425131;77.440391
1098;18.48179;77.450233
1099;18.47868;77.466622
1100;18.401916;77.408024
1101;18.475026;77.397194
1102;18.445766;77.488674
1103;18.351094;77.475237
1104;18.466885;77.454607
1105;18.507645;77.508964
1106;18.471663;77.526132
1107;18.529383;77.40233
1108;18.438631;77.479961
1109;18.434688;77.455818
1110;18.502956;77.516154
1111;18.458752;77.386271
1112;18.416334;77.541773
1113;18.413847;77.422903
1114;18.501912;77.478318
1115;18.463895;77.319668
1116;18.475193;77.482723
1117;18.468228;77.422944
1118;18.457693;77.433437
1119;18.462881;77.468278
1120;18.420159;77.415491
1121;18.342292;77.479738
1122;18.512852;77.494643
1123;18.404734;77.46392
1124;18.495326;77.425661
1125;18.395999;77.375435
1126;18.541593;77.445131
1127;18.509837;77.377723
1128;18.553927;77.468133
1129;18.47888;77.435717
1130;18.41058;77.458836
1131;18.48542;77.446413
1132;18.391059;77.475272
1133;18.441562;77.444243
1134;18.366991;77.411522
1135;18.48448;77.416029
1136;18.482987;77.450291
1137;18.416216;77.430404
1138;18.385144;77.48364
1139;18.459204;77.508215
1140;18.487113;77.475628
1141;18.426534;77.444407
1142;18.455901;77.41178
1143;18.458474;77.467907
1144;18.56627;77.400223
1145;18.417582;77.421544
1146;18.494362;77.48113
1147;18.438347;77.342471
1148;18.484438;77.495284
1149;18.450495;77.4023
1150;18.368507;77.413607
